WTDEL	WTCONO	WTPROD	WTCNTR	WTGROS	WTTARE	WTNET	WTGAL	WTF001
I	10	4670	501	38.82	5.00	33.82	5.0000000	                        
 	10	4670	628	429.02	35.00	394.02	55.0000000	                        
I	10	5001	004	1675.00	135.00	1540.00	220.0000000	                        
 	10	6301	652	442.00	0.00	442.00	55.0000000	                        
I	10	6311	180	12.00	0.00	12.00	1.6000000	                        
I	10	6312	203	30.00	0.00	30.00	3.7500000	                        
I	10	6314	200	30.00	0.00	30.00	3.7500000	                        
I	10	6893	316	243.68	25.00	218.68	30.0000000	                        
I	10	6893	319	243.38	25.00	218.38	30.0000000	                        
 	10	7030	333	2341.97	146.00	2195.97	300.0000000	                        
I	10	7110	333	2282.33	146.00	2136.33	300.0000000	                        
I	10	7113	333	2357.06	146.00	2211.06	300.0000000	                        
I	10	7113	003	2578.17	146.00	2432.17	330.0000000	                        
I	10	7115	333	2354.00	146.00	2208.00	300.0000000	                        
I	10	7117	333	2354.00	146.00	2208.00	300.0000000	                        
I	10	7126	333	2264.45	146.00	2118.45	300.0000000	                        
I	10	7126	601	425.38	37.00	388.38	55.0000000	                        
 	10	7127	333	2297.93	146.00	2151.93	300.0000000	                        
 	10	7129	333	2319.05	146.00	2173.05	300.0000000	                        
 	10	7129	637	433.39	35.00	398.39	55.0000000	                        
 	10	7132	924	429.04	35.00	394.04	55.0000000	                        
I	10	7133	027	24.28	2.50	21.78	3.0000000	                        
 	10	7139	333	2365.37	146.00	2219.37	300.0000000	                        
I	10	7140	333	1372.36	146.00	1226.36	300.0000000	                        
I	10	7144	333	2325.74	146.00	2179.74	300.0000000	                        
I	10	7150	501	38.90	2.50	36.40	5.0000000	                        
I	10	7156	003	2501.67	146.00	2355.67	330.0000000	                        
I	10	7156	333	2287.52	149.00	2138.52	300.0000000	                        
I	10	7156	565	2098.06	135.00	1963.06	275.0000000	                        
I	10	7157	333	2348.81	146.00	2202.81	300.0000000	                        
I	10	7158	333	2340.62	146.00	2194.62	300.0000000	                        
 	10	7168	333	2331.14	146.00	2185.14	300.0000000	                        
 	10	7177	333	2346.00	146.00	2200.00	300.0000000	                        
 	10	7177	535	39.66	3.00	36.66	5.0000000	                        
 	10	4670	669	2503.09	146.00	2357.09	330.0000000	                        
 	10	4315	932	38.61	2.50	36.11	5.0000000	                        
 	10	7190	005	2057.49	146.00	1911.49	260.0000000	                        
 	10	7191	003	2545.20	146.00	2399.20	330.0000000	                        
I	10	4771	003	2536.36	146.00	2390.36	330.0000000	                        
 	10	7193	333	2360.90	146.00	2214.90	300.0000000	                        
I	10	7198	333	2335.19	146.00	2189.19	300.0000000	                        
I	10	7198	106	30.69	1.50	29.19	4.0000000	                        
I	10	7198	005	2032.35	135.00	1897.35	260.0000000	                        
I	10	7212	034	24.66	2.50	22.16	3.0000000	                        
I	10	7212	045	2579.68	146.00	2433.68	330.0000000	                        
I	10	7250	003	2510.25	146.00	2364.25	330.0000000	                        
 	10	7253	333	2312.42	146.00	2166.42	300.0000000	                        
 	10	7253	639	432.18	35.00	397.18	55.0000000	                        
 	10	7253	640	432.18	35.00	397.18	55.0000000	                        
I	10	7259	009	24.14	2.50	21.64	3.0000000	                        
I	10	7259	501	39.06	3.00	36.06	5.0000000	                        
I	10	7259	601	431.69	35.00	396.69	55.0000000	                        
I	10	7263	501	78.59	3.00	75.59	5.0000000	                        
I	10	7277	006	2587.31	146.00	2441.31	330.0000000	                        
 	10	7300	333	2201.69	146.00	2055.69	300.0000000	                        
I	10	7308	624	435.61	35.00	400.61	55.0000000	                        
I	10	7311	501	38.56	2.50	36.06	5.0000000	                        
I	10	7272	050	2060.87	1350.00	710.87	260.0000000	                        
 	10	7352	333	2331.14	146.00	2185.14	300.0000000	                        
 	10	7354	005	2025.28	135.00	1890.28	260.0000000	                        
 	10	7355	005	2054.87	135.00	1919.87	260.0000000	                        
 	10	7355	333	2361.23	135.00	2226.23	300.0000000	                        
 	10	7356	333	2383.61	146.00	2237.61	300.0000000	                        
 	10	7357	521	37.81	2.50	35.31	5.0000000	                        
 	10	7360	024	22.48	1.50	20.98	3.0000000	                        
 	10	7360	106	30.48	2.50	27.98	4.0000000	                        
 	10	7360	333	2344.35	146.00	2198.35	300.0000000	                        
I	10	7362	051	2280.73	146.00	2134.73	300.0000000	                        
 	10	7365	333	2354.30	146.00	2208.30	300.0000000	                        
I	10	7372	333	2339.27	146.00	2193.27	300.0000000	                        
I	10	7372	624	437.10	35.00	402.10	55.0000000	                        
I	10	7375	501	38.83	2.50	36.33	5.0000000	                        
I	10	7375	601	434.62	2.50	432.12	55.0000000	                        
I	10	7376	501	38.99	2.50	36.49	5.0000000	                        
I	10	7376	601	436.35	35.00	401.35	55.0000000	                        
 	10	7382	009	24.47	2.50	21.97	3.0000000	                        
 	10	7382	201	47.95	4.00	43.95	6.0000000	                        
 	10	7382	333	2343.35	146.00	2197.35	300.0000000	                        
 	10	7390	051	2312.42	146.00	2166.42	300.0000000	                        
 	10	7391	003	2545.20	146.00	2399.20	330.0000000	                        
 	10	7391	333	2327.09	146.00	2181.09	300.0000000	                        
I	10	7394	624	435.61	35.00	400.61	55.0000000	                        
 	10	7424	333	2290.10	146.00	2144.10	300.0000000	                        
 	10	7424	614	428.09	35.00	393.09	55.0000000	                        
 	10	7431	601	429.04	35.00	394.04	55.0000000	                        
I	10	7500	333	2315.06	146.00	2169.06	300.0000000	                        
I	10	7504	115	31.64	2.50	29.14	4.0000000	                        
I	10	7504	618	435.61	35.00	400.61	55.0000000	                        
 	10	0570	669	2964.00	146.00	2818.00	328.0000000	                        
 	10	7505	116	30.85	2.00	28.85	4.0000000	                        
 	10	7505	510	39.06	3.00	36.06	5.0000000	                        
 	10	7505	617	431.69	35.00	396.69	55.0000000	                        
I	10	7506	311	39.60	3.00	36.60	5.0000000	                        
I	10	7506	510	39.60	3.00	36.60	5.0000000	                        
I	10	7507	045	2550.00	146.00	2404.00	330.0000000	                        
I	10	7531	046	2601.17	146.00	2455.17	330.0000000	                        
I	10	7531	333	2377.97	146.00	2231.97	330.0000000	                        
I	10	7531	510	40.20	3.00	37.20	5.0000000	                        
I	10	7535	045	2630.94	146.00	2484.94	330.0000000	                        
I	10	7535	333	2405.03	146.00	2259.03	300.0000000	                        
I	10	7535	510	40.65	3.00	37.65	5.0000000	                        
I	10	7535	519	40.65	3.00	37.65	5.0000000	                        
I	10	7535	617	449.15	35.00	414.15	55.0000000	                        
 	10	7706	624	429.52	35.00	394.52	55.0000000	                        
 	10	7710	333	2337.89	35.00	2302.89	300.0000000	                        
 	10	7710	670	436.85	35.00	401.85	55.0000000	                        
 	10	4449	931	8.22	1.50	6.72	1.0000000	                        
 	10	4306	933	38.34	2.50	35.84	5.0000000	                        
I	10	7717	714	114.52	15.00	99.52	14.0000000	                        
 	10	7720	521	38.00	3.00	35.00	4.7500000	                        
I	10	7721	690	435.00	5.00	430.00	54.3400000	                        
I	10	7729	003	2591.93	146.00	2445.93	330.0000000	                        
I	10	7729	333	2369.57	146.00	2223.57	300.0000000	                        
 	10	7730	333	2377.97	146.00	2231.97	300.0000000	                        
 	10	7730	539	40.20	3.00	37.20	5.0000000	                        
 	10	7730	651	444.20	35.00	409.20	55.0000000	                        
I	10	7730	678	435.00	35.00	400.00	53.9700000	                        
 	10	7731	669	2582.75	146.00	2436.75	330.0000000	                        
 	10	9631	787	2186.50	146.00	2040.50	265.0000000	                        
 	10	7735	505	40.34	3.00	37.34	5.0000000	                        
I	10	7763	003	2615.19	146.00	2469.19	330.0000000	                        
I	10	7763	669	2615.19	146.00	2469.19	330.0000000	                        
 	10	7781	003	2643.70	146.00	2497.70	330.0000000	                        
 	10	7781	051	2416.64	146.00	2270.64	300.0000000	                        
 	10	7781	065	2643.70	146.00	2497.70	330.0000000	                        
I	10	7787	551	39.71	3.00	36.71	5.0000000	                        
I	10	7787	607	438.84	35.00	403.84	55.0000000	                        
 	10	7789	644	51.00	3.00	48.00	48.0000000	                        
 	10	7830	672	435.00	35.00	400.00	49.8700000	                        
 	10	7834	039	2421.54	146.00	2275.54	275.0000000	                        
 	10	7835	050	2188.56	146.00	2042.56	260.0000000	                        
 	10	7835	037	4000.00	250.00	3750.00	500.0000000	                        
I	10	7836	704	131.50	11.50	120.00	15.3700000	                        
 	10	4109	931	7.56	1.00	6.56	1.0000000	                        
 	10	4194	931	7.69	1.00	6.69	1.0000000	                        
 	10	7795	004	1754.40	146.00	1608.40	220.0000000	                        
 	10	7795	501	39.55	5.00	34.55	5.0000000	                        
 	10	7795	551	38.00	3.00	35.00	4.7900000	                        
 	10	7842	567	46.75	3.00	43.75	5.4600000	                        
I	10	7861	501	40.81	2.50	38.31	5.0000000	                        
I	10	7862	501	40.59	2.50	38.09	5.0000000	                        
I	10	7862	601	453.97	35.00	418.97	55.0000000	                        
 	10	7863	601	436.85	35.00	401.85	55.0000000	                        
 	10	7913	646	437.10	35.00	402.10	55.0000000	                        
 	10	7913	649	422.48	35.00	387.48	53.0000000	                        
 	10	7919	333	532.49	146.00	386.49	300.0000000	                        
I	10	7921	003	2575.13	146.00	2429.13	330.0000000	                        
 	10	8550	601	417.43	35.00	382.43	55.0000000	                        
 	10	9001	624	399.39	35.00	364.39	55.0000000	                        
 	10	4112	931	7.50	1.00	6.50	1.0000000	                        
 	10	4102	931	6.97	1.00	5.97	1.0000000	                        
 	10	4127	931	7.87	1.00	6.87	1.0000000	                        
 	10	9117	932	37.67	1.50	36.17	5.0000000	                        
 	10	4111	667	392.00	37.00	355.00	55.0000000	                        
 	10	4111	669	2273.81	146.00	2127.81	330.0000000	                        
 	10	4115	669	2321.36	146.00	2175.36	330.0000000	                        
 	10	7916	009	24.00	1.50	22.50	3.0000000	                        
 	10	4127	932	36.85	2.50	34.35	5.0000000	                        
 	10	4573	931	8.49	1.00	7.49	1.0000000	                        
 	10	9117	931	8.23	1.00	7.23	1.0000000	                        
 	10	4555	932	40.69	2.50	38.19	5.0000000	                        
I	10	4325	933	38.89	3.00	35.89	5.0000000	                        
 	10	4401	931	7.83	1.00	6.83	1.0000000	                        
I	10	4458	931	8.32	1.50	6.82	1.0000000	                        
 	10	7142	931	8.17	1.00	7.17	1.0000000	                        
 	10	4104	931	8.17	2.50	5.67	1.0000000	                        
 	10	4104	937	9.17	3.00	6.17	1.0000000	                        
 	10	1128	931	6.97	1.50	5.47	1.0000000	                        
 	10	1128	937	7.97	2.50	5.47	1.0000000	                        
 	10	7364	669	2527.61	146.00	2381.61	330.0000000	                        
I	10	7196	403	24.50	2.50	22.00	3.0000000	                        
I	10	7196	405	32.33	2.90	29.43	4.0000000	                        
I	10	4327	669	2487.48	146.00	2341.48	330.0000000	                        
 	10	7365	405	32.34	2.90	29.44	4.0000000	                        
 	10	9302	931	8.73	1.50	7.23	1.0000000	                        
I	10	4327	971	2097.24	146.00	1951.24	275.0000000	                        
I	10	6323	343	12.18	1.50	10.68	1.5000000	                        
I	10	6323	348	29.22	2.55	26.67	3.7500000	                        
 	10	4670	932	38.32	2.50	35.82	5.0000000	                        
I	10	6322	342	12.00	0.00	12.00	1.5000000	                        
I	10	4201	931	7.99	1.50	6.49	1.0000000	                        
I	10	4203	931	8.03	1.50	6.53	1.0000000	                        
I	10	6322	560	1850.37	0.00	1850.37	260.0000000	                        
I	10	7196	668	41.50	2.50	39.00	5.0000000	                        
I	10	6324	344	12.00	0.00	12.00	1.5000000	                        
I	10	6324	349	30.00	0.00	30.00	3.7500000	                        
I	10	6325	345	12.18	1.50	10.68	1.5000000	                        
I	10	6325	350	29.69	3.00	26.69	3.7500000	                        
 	10	7352	668	38.92	2.50	36.42	5.0000000	                        
 	10	7380	668	38.83	2.50	36.33	5.0000000	                        
 	10	7381	668	38.63	2.50	36.13	5.0000000	                        
 	10	7382	668	39.62	3.00	36.62	5.0000000	                        
 	10	7127	667	428.33	35.00	393.33	55.0000000	                        
 	10	7190	667	439.35	35.00	404.35	55.0000000	                        
 	10	7193	667	442.00	35.00	407.00	55.0000000	                        
 	10	7352	667	435.61	35.00	400.61	55.0000000	                        
 	10	7364	667	431.94	35.00	396.94	55.0000000	                        
 	10	7365	667	439.86	35.00	404.86	55.0000000	                        
 	10	7064	667	429.52	35.00	394.52	55.0000000	                        
 	10	7381	667	432.42	35.00	397.42	55.0000000	                        
 	10	7392	667	443.42	35.00	408.42	55.0000000	                        
 	10	7424	667	428.09	35.00	393.09	55.0000000	                        
